uid,info
770,"性别:男,年级:大一,专业:英语,爱好:编程 绘画,标签:无标签"
771,"性别:男,年级:研三,专业:通信,爱好:编程 舞蹈,标签:社恐星人 早睡早起"
772,"性别:女,年级:大三,专业:英语,爱好:机械 编程 绘画 羽毛球 骑行,标签:段子手 技术大牛 可爱"
773,"性别:女,年级:研一,专业:美术,爱好:天文 编程 剪纸 足球,标签:技术大牛 镇圈大佬 社交牛逼症 早睡早起"
774,"性别:男,年级:大三,专业:电气,爱好:机械 种植,标签:宅属性 社恐星人 可爱 早睡早起 吃货"
775,"性别:女,年级:研二,专业:计算机,爱好:围棋,标签:宅属性 运动达人 温和 镇圈大佬 吃货"
776,"性别:男,年级:研三,专业:计算机,爱好:音乐 剪纸 缝纫 骑行 编程,标签:宅属性 高冷 早睡早起 社交牛逼症 段子手 镇圈大佬 吃货"
777,"性别:男,年级:大四,专业:法学,爱好:机械 足球 音乐 编程 种植,标签:温和 早睡早起 宅属性"
778,"性别:女,年级:大二,专业:通信,爱好:跑步,标签:熬夜的神 社交牛逼症 可爱"
779,"性别:男,年级:博士,专业:会计,爱好:绘画,标签:温和 吃货 社恐星人 宅属性"
780,"性别:男,年级:研三,专业:土木,爱好:剪纸 缝纫 绘画 机械,标签:段子手 高冷 社恐星人"
781,"性别:女,年级:大二,专业:英语,爱好:天文 种植 羽毛球 围棋,标签:段子手 吃货 社恐星人 运动达人"
782,"性别:女,年级:研二,专业:医学,爱好:骑行 足球 跑步,标签:技术大牛 早睡早起 温和 社交牛逼症 镇圈大佬"
783,"性别:女,年级:博士,专业:医学,爱好:动漫 剪纸 骑行 编程,标签:温和"
784,"性别:男,年级:研三,专业:土木,爱好:剪纸,标签:无标签"
785,"性别:男,年级:研一,专业:电气,爱好:天文 机械 剪纸,标签:高冷 吃货 宅属性"
786,"性别:男,年级:大二,专业:法学,爱好:缝纫 编程 舞蹈 羽毛球 种植,标签:社交普通型 宅属性 吃货 作息规律"
787,"性别:女,年级:博士,专业:医学,爱好:舞蹈,标签:无标签"
788,"性别:男,年级:大一,专业:土木,爱好:种植 剪纸 缝纫 音乐 动漫,标签:可爱 段子手 社恐星人 作息规律"
789,"性别:男,年级:大二,专业:美术,爱好:围棋 缝纫,标签:宅属性"
790,"性别:男,年级:研一,专业:新闻,爱好:种植 缝纫 天文 跑步 音乐,标签:无标签"
791,"性别:女,年级:大三,专业:医学,爱好:音乐 足球 编程 跑步,标签:宅属性 吃货 作息规律"
792,"性别:女,年级:大四,专业:新闻,爱好:足球 羽毛球,标签:熬夜的神 镇圈大佬 技术大牛 可爱"
793,"性别:男,年级:大三,专业:法学,爱好:缝纫,标签:技术大牛 可爱"
794,"性别:男,年级:大三,专业:体育,爱好:音乐 舞蹈 动漫 剪纸 羽毛球,标签:温和"
795,"性别:女,年级:研一,专业:体育,爱好:剪纸 机械 缝纫,标签:宅属性 吃货 运动达人 可爱"
796,"性别:女,年级:博士,专业:美术,爱好:绘画 缝纫,标签:社交普通型 可爱 作息规律"
797,"性别:男,年级:大一,专业:新闻,爱好:舞蹈 缝纫 剪纸 足球 编程,标签:镇圈大佬 社恐星人 早睡早起"
798,"性别:男,年级:大四,专业:新闻,爱好:舞蹈,标签:熬夜的神 技术大牛 可爱"
799,"性别:女,年级:博士,专业:土木,爱好:绘画 音乐 足球 编程 跑步,标签:段子手 技术大牛 社恐星人 早睡早起"
800,"性别:男,年级:大四,专业:生物,爱好:动漫 骑行 围棋 跑步 天文,标签:社交普通型 吃货"
801,"性别:男,年级:大一,专业:电气,爱好:音乐 剪纸 跑步 编程 围棋,标签:宅属性 技术大牛 运动达人 可爱 社交牛逼症"
802,"性别:女,年级:大四,专业:计算机,爱好:羽毛球 骑行 足球 剪纸 缝纫,标签:技术大牛 社恐星人 运动达人"
803,"性别:女,年级:大三,专业:新闻,爱好:音乐 编程 机械 跑步 绘画,标签:技术大牛 运动达人"
804,"性别:女,年级:大四,专业:会计,爱好:足球,标签:宅属性 吃货 社交牛逼症"
805,"性别:男,年级:大二,专业:法学,爱好:剪纸 缝纫 跑步,标签:吃货 社恐星人"
806,"性别:男,年级:博士,专业:计算机,爱好:编程 绘画 跑步 缝纫,标签:镇圈大佬 吃货 运动达人"
807,"性别:女,年级:大四,专业:体育,爱好:羽毛球 动漫 种植 围棋,标签:温和 镇圈大佬 早睡早起 宅属性"
808,"性别:男,年级:研二,专业:医学,爱好:编程 绘画 骑行 机械 种植,标签:高冷 社恐星人 作息规律"
809,"性别:女,年级:大二,专业:通信,爱好:缝纫 天文 骑行,标签:可爱 社恐星人 早睡早起"
810,"性别:男,年级:研二,专业:计算机,爱好:音乐 舞蹈,标签:可爱 宅属性 早睡早起"
811,"性别:女,年级:研二,专业:英语,爱好:编程 跑步 天文 缝纫,标签:社交普通型 可爱 早睡早起"
812,"性别:女,年级:研一,专业:英语,爱好:天文 机械 编程 种植 音乐,标签:熬夜的神 镇圈大佬 社交牛逼症"
813,"性别:女,年级:研一,专业:土木,爱好:音乐 围棋 种植 机械,标签:社交普通型 高冷"
814,"性别:男,年级:大四,专业:美术,爱好:音乐 编程,标签:高冷 早睡早起"
815,"性别:女,年级:大二,专业:体育,爱好:种植 骑行,标签:可爱 镇圈大佬 社交牛逼症 早睡早起"
816,"性别:男,年级:研三,专业:美术,爱好:跑步,标签:段子手 熬夜的神 社交牛逼症"
817,"性别:女,年级:博士,专业:英语,爱好:编程,标签:宅属性 温和 熬夜的神 段子手 吃货"
818,"性别:女,年级:研一,专业:英语,爱好:剪纸 羽毛球,标签:温和 技术大牛 早睡早起"
819,"性别:男,年级:大四,专业:法学,爱好:动漫 音乐 骑行 舞蹈 机械,标签:高冷 作息规律"
820,"性别:女,年级:大四,专业:电气,爱好:羽毛球 缝纫 剪纸 舞蹈,标签:技术大牛 运动达人"
821,"性别:男,年级:大一,专业:土木,爱好:缝纫 足球 剪纸 围棋 骑行,标签:早睡早起"
822,"性别:男,年级:博士,专业:通信,爱好:舞蹈 剪纸 跑步 骑行 机械,标签:宅属性 吃货 社交牛逼症 作息规律"
823,"性别:女,年级:博士,专业:电气,爱好:天文 种植,标签:段子手 运动达人"
824,"性别:女,年级:研三,专业:会计,爱好:绘画 天文,标签:社交牛逼症"
825,"性别:女,年级:研一,专业:电气,爱好:动漫 羽毛球 缝纫,标签:可爱"
826,"性别:女,年级:大四,专业:法学,爱好:剪纸 动漫 机械 骑行,标签:早睡早起"
827,"性别:男,年级:大二,专业:土木,爱好:足球 机械 跑步,标签:社交普通型"
828,"性别:女,年级:研三,专业:英语,爱好:羽毛球 绘画 缝纫 音乐,标签:宅属性 运动达人 温和 社交牛逼症 吃货"
829,"性别:女,年级:研一,专业:计算机,爱好:剪纸 骑行 种植,标签:吃货"
830,"性别:男,年级:研三,专业:法学,爱好:种植 动漫,标签:早睡早起"
831,"性别:男,年级:博士,专业:美术,爱好:种植,标签:社交普通型"
832,"性别:男,年级:研三,专业:法学,爱好:舞蹈 编程,标签:社交普通型 技术大牛 镇圈大佬 早睡早起"
833,"性别:男,年级:博士,专业:会计,爱好:围棋,标签:社交普通型 技术大牛 镇圈大佬 可爱"
834,"性别:男,年级:大四,专业:土木,爱好:动漫 围棋 舞蹈 种植 剪纸,标签:温和 社恐星人 早睡早起"
835,"性别:女,年级:大四,专业:法学,爱好:羽毛球 围棋,标签:段子手 高冷 熬夜的神"
836,"性别:女,年级:博士,专业:体育,爱好:剪纸 舞蹈 天文,标签:宅属性 熬夜的神 镇圈大佬 吃货"
837,"性别:男,年级:大四,专业:会计,爱好:舞蹈 羽毛球 天文 机械,标签:社交牛逼症 作息规律"
838,"性别:男,年级:大一,专业:医学,爱好:足球,标签:段子手 温和 技术大牛 早睡早起"
839,"性别:女,年级:大三,专业:电气,爱好:羽毛球 机械 动漫,标签:技术大牛 运动达人"
840,"性别:男,年级:博士,专业:新闻,爱好:骑行 机械,标签:熬夜的神 社恐星人"
841,"性别:男,年级:研一,专业:美术,爱好:机械,标签:宅属性"
842,"性别:女,年级:研一,专业:会计,爱好:舞蹈 围棋 机械,标签:宅属性 高冷 熬夜的神 社交牛逼症 吃货"
843,"性别:男,年级:大四,专业:会计,爱好:舞蹈 羽毛球 绘画,标签:宅属性 吃货"
844,"性别:女,年级:大三,专业:计算机,爱好:天文,标签:宅属性 吃货 社交牛逼症"
845,"性别:男,年级:大二,专业:通信,爱好:围棋,标签:宅属性 可爱 运动达人 作息规律 吃货"
846,"性别:男,年级:研三,专业:新闻,爱好:天文 剪纸 舞蹈 跑步 围棋,标签:宅属性 熬夜的神 吃货"
847,"性别:男,年级:大二,专业:通信,爱好:机械 舞蹈 足球,标签:温和 熬夜的神"
848,"性别:男,年级:研一,专业:计算机,爱好:天文 机械,标签:熬夜的神 社恐星人"
849,"性别:男,年级:研二,专业:美术,爱好:围棋 音乐 编程 足球,标签:社交普通型 运动达人 早睡早起"
850,"性别:女,年级:研二,专业:通信,爱好:音乐,标签:熬夜的神 可爱"
851,"性别:男,年级:博士,专业:电气,爱好:种植 围棋 机械,标签:无标签"
852,"性别:男,年级:研三,专业:医学,爱好:绘画 足球 缝纫 舞蹈 骑行,标签:社交牛逼症 可爱"
853,"性别:男,年级:研一,专业:英语,爱好:剪纸,标签:社交牛逼症"
854,"性别:女,年级:研三,专业:体育,爱好:围棋 种植 羽毛球 编程,标签:社交普通型"
855,"性别:男,年级:研二,专业:通信,爱好:天文,标签:早睡早起"
856,"性别:女,年级:大四,专业:计算机,爱好:动漫 编程,标签:技术大牛 运动达人 作息规律"
857,"性别:男,年级:研二,专业:体育,爱好:音乐 机械 缝纫,标签:社恐星人 运动达人 可爱 熬夜的神 段子手"
858,"性别:女,年级:大四,专业:电气,爱好:缝纫,标签:宅属性 吃货"
859,"性别:男,年级:大二,专业:体育,爱好:剪纸 舞蹈,标签:宅属性 社恐星人 早睡早起 温和 吃货"
860,"性别:男,年级:大三,专业:土木,爱好:音乐 围棋 编程 种植 跑步,标签:社交普通型 温和 作息规律"
861,"性别:女,年级:大四,专业:土木,爱好:舞蹈 编程 围棋 跑步 足球,标签:社交普通型 高冷 技术大牛"
862,"性别:女,年级:大二,专业:计算机,爱好:天文,标签:可爱"
863,"性别:男,年级:研三,专业:英语,爱好:天文 缝纫 羽毛球,标签:可爱 宅属性 技术大牛 早睡早起"
864,"性别:男,年级:大四,专业:生物,爱好:骑行,标签:宅属性 高冷 早睡早起 段子手 吃货"
865,"性别:男,年级:博士,专业:法学,爱好:羽毛球 骑行 剪纸 跑步 编程,标签:熬夜的神 可爱"
866,"性别:男,年级:研一,专业:医学,爱好:机械 天文,标签:高冷 熬夜的神 社恐星人"
867,"性别:男,年级:研三,专业:生物,爱好:剪纸 羽毛球 种植 机械,标签:高冷 社恐星人 早睡早起 宅属性"
868,"性别:女,年级:大一,专业:新闻,爱好:舞蹈 绘画 天文 种植,标签:吃货 早睡早起"
869,"性别:男,年级:大一,专业:医学,爱好:编程 绘画 足球 羽毛球,标签:宅属性 镇圈大佬"
870,"性别:男,年级:大二,专业:英语,爱好:羽毛球,标签:吃货 社交牛逼症"
871,"性别:女,年级:研二,专业:电气,爱好:围棋 机械 缝纫 跑步,标签:社交普通型 高冷 作息规律"
872,"性别:男,年级:研三,专业:体育,爱好:跑步 足球 种植 骑行 绘画,标签:社交普通型 可爱"
873,"性别:女,年级:大三,专业:体育,爱好:足球 围棋 骑行 天文 羽毛球,标签:社交普通型"
874,"性别:男,年级:大四,专业:英语,爱好:骑行 羽毛球,标签:社交普通型 段子手 镇圈大佬"
875,"性别:男,年级:研二,专业:土木,爱好:骑行 羽毛球 编程,标签:社交牛逼症"
876,"性别:男,年级:博士,专业:电气,爱好:足球 跑步 动漫 编程,标签:社交牛逼症"
877,"性别:女,年级:大二,专业:通信,爱好:缝纫 编程 天文 剪纸,标签:运动达人 作息规律"
878,"性别:男,年级:大一,专业:医学,爱好:舞蹈 天文 剪纸,标签:社交普通型 高冷 技术大牛"
879,"性别:男,年级:研二,专业:土木,爱好:动漫 骑行 羽毛球,标签:高冷 镇圈大佬 社交牛逼症 运动达人"
880,"性别:女,年级:研三,专业:英语,爱好:机械,标签:可爱 运动达人 早睡早起"
881,"性别:女,年级:研一,专业:医学,爱好:羽毛球,标签:无标签"
882,"性别:男,年级:研二,专业:电气,爱好:动漫 跑步 种植 羽毛球,标签:技术大牛 社交牛逼症 运动达人"
883,"性别:男,年级:研一,专业:计算机,爱好:机械 绘画 音乐,标签:高冷 社恐星人"
884,"性别:女,年级:研二,专业:土木,爱好:足球 剪纸 种植 骑行 围棋,标签:高冷 熬夜的神"
885,"性别:女,年级:大三,专业:体育,爱好:编程 天文 机械 剪纸 足球,标签:段子手 温和 熬夜的神 社恐星人"
886,"性别:女,年级:大四,专业:法学,爱好:音乐 编程 围棋 舞蹈 种植,标签:温和 作息规律"
887,"性别:男,年级:博士,专业:通信,爱好:足球 动漫 天文 音乐 舞蹈,标签:社交普通型 宅属性 吃货 早睡早起"
888,"性别:女,年级:研二,专业:土木,爱好:羽毛球 骑行 动漫,标签:宅属性 吃货 运动达人 早睡早起"
889,"性别:男,年级:大二,专业:计算机,爱好:种植 足球 天文 动漫,标签:吃货 社交牛逼症"
890,"性别:女,年级:大三,专业:法学,爱好:围棋,标签:技术大牛 可爱"
891,"性别:男,年级:博士,专业:会计,爱好:绘画 舞蹈 围棋,标签:早睡早起"
892,"性别:女,年级:研一,专业:土木,爱好:音乐,标签:社交普通型 温和 作息规律"
893,"性别:男,年级:研三,专业:会计,爱好:骑行 机械 编程,标签:段子手 高冷 宅属性"
894,"性别:男,年级:研三,专业:新闻,爱好:羽毛球 缝纫,标签:熬夜的神 社交牛逼症"
895,"性别:女,年级:博士,专业:法学,爱好:机械 剪纸,标签:社交普通型 作息规律"
896,"性别:男,年级:研三,专业:电气,爱好:音乐 舞蹈 缝纫 天文,标签:温和 社恐星人 宅属性"
897,"性别:女,年级:研三,专业:美术,爱好:缝纫 羽毛球 音乐 绘画,标签:段子手 运动达人 早睡早起"
898,"性别:女,年级:大三,专业:计算机,爱好:舞蹈 音乐 围棋 绘画,标签:高冷 熬夜的神 社交牛逼症"
899,"性别:女,年级:博士,专业:美术,爱好:动漫 音乐 跑步 机械,标签:宅属性 技术大牛 吃货 运动达人"
900,"性别:女,年级:研一,专业:医学,爱好:羽毛球 跑步 种植 编程 骑行,标签:高冷"
901,"性别:男,年级:大二,专业:医学,爱好:足球 机械 舞蹈,标签:宅属性 技术大牛 段子手 熬夜的神 社交普通型"
902,"性别:女,年级:研一,专业:英语,爱好:足球 机械,标签:熬夜的神 镇圈大佬 技术大牛"
903,"性别:女,年级:研一,专业:体育,爱好:编程,标签:可爱"
904,"性别:男,年级:研二,专业:法学,爱好:音乐 编程 天文 羽毛球,标签:社交普通型"
905,"性别:女,年级:大三,专业:美术,爱好:机械 舞蹈 音乐,标签:无标签"
906,"性别:男,年级:研一,专业:美术,爱好:绘画 机械 缝纫 种植,标签:段子手 技术大牛 早睡早起"
907,"性别:男,年级:大一,专业:会计,爱好:音乐 羽毛球 编程,标签:温和"
908,"性别:女,年级:大三,专业:法学,爱好:种植 缝纫,标签:宅属性 技术大牛 运动达人 早睡早起 吃货"
909,"性别:女,年级:研二,专业:法学,爱好:编程 动漫 舞蹈,标签:可爱 宅属性 早睡早起"
910,"性别:女,年级:研一,专业:英语,爱好:机械 种植 舞蹈 跑步 缝纫,标签:社交普通型 运动达人"
911,"性别:男,年级:大三,专业:医学,爱好:机械 骑行 音乐 跑步 羽毛球,标签:早睡早起"
912,"性别:女,年级:大三,专业:计算机,爱好:羽毛球 天文 足球 动漫,标签:熬夜的神 技术大牛"
913,"性别:女,年级:大一,专业:英语,爱好:骑行,标签:温和"
914,"性别:女,年级:博士,专业:生物,爱好:羽毛球 音乐 跑步 机械 动漫,标签:高冷 镇圈大佬 吃货"
915,"性别:女,年级:大三,专业:体育,爱好:缝纫 足球 跑步 种植 天文,标签:温和 社恐星人 作息规律 宅属性"
916,"性别:女,年级:博士,专业:英语,爱好:动漫 骑行 舞蹈,标签:社交普通型"
917,"性别:男,年级:大三,专业:法学,爱好:种植 剪纸 舞蹈 缝纫,标签:运动达人 社交牛逼症 作息规律"
918,"性别:女,年级:大一,专业:土木,爱好:种植 天文,标签:无标签"
919,"性别:女,年级:大四,专业:通信,爱好:天文 围棋 编程,标签:技术大牛 运动达人 作息规律"
920,"性别:男,年级:研三,专业:英语,爱好:天文 羽毛球,标签:作息规律"
921,"性别:女,年级:研二,专业:土木,爱好:跑步 绘画 机械 动漫 缝纫,标签:高冷 宅属性"
922,"性别:男,年级:大一,专业:法学,爱好:天文 缝纫,标签:熬夜的神 可爱"
923,"性别:女,年级:大四,专业:英语,爱好:音乐 跑步,标签:社交普通型 高冷 作息规律"
924,"性别:男,年级:研三,专业:新闻,爱好:绘画 动漫 机械 羽毛球,标签:作息规律"
925,"性别:男,年级:研二,专业:美术,爱好:绘画 羽毛球 舞蹈 剪纸,标签:高冷 社交牛逼症 宅属性"
926,"性别:男,年级:大四,专业:生物,爱好:种植,标签:运动达人 作息规律"
927,"性别:男,年级:大二,专业:通信,爱好:天文 音乐,标签:高冷 镇圈大佬 社恐星人"
928,"性别:男,年级:大二,专业:体育,爱好:剪纸 动漫 跑步,标签:段子手 高冷 作息规律"
929,"性别:女,年级:大三,专业:生物,爱好:围棋 动漫 羽毛球,标签:社交普通型 段子手 可爱"
930,"性别:男,年级:研三,专业:新闻,爱好:种植 羽毛球 跑步 剪纸 音乐,标签:温和"
931,"性别:男,年级:大二,专业:计算机,爱好:音乐 缝纫 跑步 种植 动漫,标签:宅属性 熬夜的神"
932,"性别:女,年级:博士,专业:土木,爱好:围棋 剪纸 跑步,标签:宅属性 高冷 熬夜的神 社交牛逼症 吃货"
933,"性别:男,年级:研一,专业:新闻,爱好:绘画 骑行 剪纸 羽毛球 缝纫,标签:段子手"
934,"性别:男,年级:大四,专业:医学,爱好:围棋 编程 跑步 骑行,标签:宅属性 社恐星人"
935,"性别:男,年级:研一,专业:英语,爱好:跑步 天文,标签:宅属性 运动达人 可爱 熬夜的神 段子手 吃货"
936,"性别:男,年级:大四,专业:生物,爱好:足球 种植,标签:无标签"
937,"性别:女,年级:研三,专业:医学,爱好:骑行 剪纸,标签:段子手 可爱"
938,"性别:男,年级:大三,专业:生物,爱好:缝纫,标签:宅属性 镇圈大佬 吃货 运动达人"
939,"性别:男,年级:大四,专业:医学,爱好:足球,标签:社交牛逼症 可爱"
940,"性别:男,年级:博士,专业:生物,爱好:音乐 围棋 缝纫 骑行 舞蹈,标签:社交普通型 运动达人"
941,"性别:男,年级:研二,专业:计算机,爱好:编程,标签:无标签"
942,"性别:男,年级:大三,专业:会计,爱好:舞蹈 围棋 天文 羽毛球 编程,标签:温和"
943,"性别:男,年级:大一,专业:法学,爱好:缝纫 围棋 种植 骑行,标签:无标签"
944,"性别:女,年级:大四,专业:新闻,爱好:编程,标签:早睡早起"
945,"性别:女,年级:大二,专业:电气,爱好:剪纸,标签:段子手 宅属性 吃货 社恐星人"
946,"性别:女,年级:研一,专业:医学,爱好:绘画 动漫,标签:可爱 早睡早起"
947,"性别:男,年级:研一,专业:会计,爱好:羽毛球 舞蹈 骑行 缝纫,标签:高冷"
948,"性别:男,年级:大一,专业:会计,爱好:天文,标签:社交普通型 温和"
949,"性别:女,年级:研二,专业:新闻,爱好:剪纸 种植 绘画 舞蹈,标签:宅属性 技术大牛 高冷 社恐星人 段子手 吃货"
950,"性别:女,年级:大一,专业:会计,爱好:动漫 天文 编程,标签:温和 社恐星人 作息规律"
951,"性别:男,年级:大四,专业:土木,爱好:舞蹈 缝纫 围棋 种植,标签:社交普通型 镇圈大佬 运动达人"
952,"性别:女,年级:大四,专业:美术,爱好:机械 足球 跑步 剪纸,标签:吃货 作息规律"
953,"性别:女,年级:研一,专业:会计,爱好:足球 音乐 种植 围棋 骑行,标签:运动达人"
954,"性别:男,年级:大二,专业:英语,爱好:种植 动漫 音乐 剪纸 天文,标签:段子手 熬夜的神 技术大牛"
955,"性别:女,年级:研三,专业:生物,爱好:机械 舞蹈 音乐 跑步,标签:高冷"
956,"性别:男,年级:研一,专业:通信,爱好:机械,标签:社交普通型 段子手 可爱"
957,"性别:女,年级:大二,专业:土木,爱好:缝纫,标签:可爱"
958,"性别:男,年级:大一,专业:美术,爱好:编程 种植,标签:早睡早起"
959,"性别:男,年级:大四,专业:法学,爱好:绘画,标签:宅属性 吃货 社恐星人"
960,"性别:女,年级:大二,专业:体育,爱好:音乐 动漫,标签:宅属性 运动达人 可爱 社交牛逼症 吃货"
961,"性别:女,年级:大四,专业:生物,爱好:天文,标签:熬夜的神"
962,"性别:男,年级:研二,专业:计算机,爱好:编程 跑步 剪纸,标签:宅属性 社恐星人 运动达人 温和 吃货"
963,"性别:女,年级:研三,专业:医学,爱好:编程 骑行,标签:无标签"
964,"性别:女,年级:大四,专业:英语,爱好:音乐 种植 舞蹈,标签:宅属性 运动达人 熬夜的神 社交牛逼症 吃货"
965,"性别:女,年级:大二,专业:新闻,爱好:足球 音乐 骑行 舞蹈,标签:熬夜的神 社恐星人 运动达人"
966,"性别:女,年级:大一,专业:医学,爱好:编程 围棋 骑行,标签:技术大牛 镇圈大佬 可爱"
967,"性别:女,年级:研三,专业:电气,爱好:音乐 围棋 骑行 足球,标签:技术大牛 运动达人 作息规律 温和 吃货"
968,"性别:女,年级:大二,专业:计算机,爱好:剪纸 缝纫 舞蹈,标签:温和 熬夜的神"
969,"性别:女,年级:大一,专业:美术,爱好:绘画,标签:社交普通型 镇圈大佬 早睡早起"
970,"性别:男,年级:大一,专业:法学,爱好:舞蹈 跑步 动漫,标签:高冷 吃货 宅属性"
971,"性别:女,年级:研三,专业:体育,爱好:羽毛球,标签:高冷 社恐星人 运动达人 熬夜的神 镇圈大佬"
972,"性别:男,年级:研三,专业:法学,爱好:天文 音乐 跑步,标签:段子手 宅属性 吃货 可爱"
973,"性别:男,年级:博士,专业:体育,爱好:编程 天文 足球 音乐 机械,标签:高冷 技术大牛 运动达人 早睡早起"
974,"性别:女,年级:研三,专业:计算机,爱好:足球 绘画,标签:可爱"
975,"性别:男,年级:研一,专业:英语,爱好:骑行 剪纸 种植,标签:社交普通型 温和"
976,"性别:男,年级:研一,专业:生物,爱好:种植,标签:无标签"
977,"性别:女,年级:研三,专业:土木,爱好:机械 羽毛球 音乐 天文 动漫,标签:宅属性 吃货"
978,"性别:男,年级:大三,专业:体育,爱好:剪纸 音乐 羽毛球 缝纫 动漫,标签:高冷 早睡早起"
979,"性别:女,年级:博士,专业:生物,爱好:舞蹈 动漫 跑步,标签:高冷 熬夜的神 社恐星人"
980,"性别:男,年级:大四,专业:新闻,爱好:舞蹈 机械 羽毛球 天文,标签:段子手 温和 镇圈大佬"
981,"性别:女,年级:大三,专业:法学,爱好:围棋 足球 编程 音乐 机械,标签:段子手 社恐星人 早睡早起"
982,"性别:女,年级:研三,专业:生物,爱好:羽毛球 骑行,标签:宅属性 段子手 运动达人 可爱 社交普通型 吃货"
983,"性别:女,年级:博士,专业:生物,爱好:绘画 羽毛球 缝纫 剪纸,标签:吃货"
984,"性别:女,年级:大一,专业:英语,爱好:缝纫 动漫 编程 种植,标签:熬夜的神 社恐星人"
985,"性别:男,年级:研一,专业:法学,爱好:天文,标签:吃货 作息规律"
986,"性别:女,年级:研一,专业:新闻,爱好:编程 骑行 机械,标签:温和 镇圈大佬 运动达人"
987,"性别:女,年级:研一,专业:通信,爱好:绘画,标签:可爱 社恐星人 作息规律"
988,"性别:女,年级:研二,专业:土木,爱好:机械 编程 音乐 骑行,标签:社交牛逼症"
989,"性别:男,年级:研二,专业:体育,爱好:羽毛球,标签:可爱 宅属性 作息规律"
990,"性别:女,年级:博士,专业:美术,爱好:舞蹈 天文 足球 围棋,标签:宅属性 技术大牛 高冷 镇圈大佬 吃货"
991,"性别:男,年级:大四,专业:医学,爱好:种植 缝纫 骑行,标签:段子手 社恐星人"
992,"性别:男,年级:大三,专业:英语,爱好:音乐 羽毛球 编程,标签:社交普通型 宅属性 段子手 吃货"
993,"性别:男,年级:大一,专业:新闻,爱好:舞蹈,标签:宅属性 技术大牛 可爱 作息规律 镇圈大佬"
994,"性别:男,年级:研三,专业:会计,爱好:跑步,标签:宅属性 吃货 社恐星人"
995,"性别:男,年级:大四,专业:土木,爱好:天文 剪纸 舞蹈 动漫,标签:宅属性 吃货 作息规律"
996,"性别:男,年级:研一,专业:生物,爱好:种植 编程,标签:早睡早起"
997,"性别:女,年级:大三,专业:土木,爱好:骑行 舞蹈 音乐 绘画 羽毛球,标签:宅属性 熬夜的神 吃货 社交牛逼症"
998,"性别:女,年级:博士,专业:电气,爱好:围棋 种植,标签:社恐星人 早睡早起"
999,"性别:女,年级:博士,专业:美术,爱好:缝纫 舞蹈 绘画 天文 音乐,标签:可爱 社交牛逼症 早睡早起"
1000,"性别:女,年级:研三,专业:会计,爱好:足球 剪纸,标签:镇圈大佬 社恐星人"
